dataset,n,memory_mb,build_time_ms,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
sources_FM,715,59.2195,24387.5,990068,110176,770438,920370,978058,1.0585e+06,1.3114e+06
sources_FM,720,59.2195,24387.5,910287,138887,707267,829275,908088,948066,1.3024e+06
sources_FM,725,59.2195,24387.5,936040,124418,617377,850526,945138,1.03931e+06,1.12067e+06
sources_FM,730,59.2195,24387.5,921483,123789,554743,854463,921883,1.00744e+06,1.14596e+06
sources_FM,735,59.2195,24387.5,913034,122563,609367,837778,928094,1.00088e+06,1.14307e+06
sources_FM,740,59.2195,24387.5,1.54745e+06,3.16007e+06,717133,895172,971528,1.07404e+06,1.88448e+07
sources_FM,745,59.2195,24387.5,1.07441e+06,515726,651873,917041,992705,1.08926e+06,3.77412e+06
sources_FM,750,59.2195,24387.5,995870,145992,739979,919961,1.00557e+06,1.07701e+06,1.28964e+06
sources_FM,755,59.2195,24387.5,972386,99455.7,699916,921343,983736,1.02433e+06,1.19142e+06
sources_FM,760,59.2195,24387.5,960585,213441,589492,828185,932935,1.05139e+06,1.77473e+06
sources_FM,765,59.2195,24387.5,1.28096e+06,813533,622204,906746,1.02741e+06,1.14983e+06,4.34306e+06
sources_FM,770,59.2195,24387.5,991018,103629,779382,924235,994784,1.06488e+06,1.17498e+06
sources_FM,775,59.2195,24387.5,1.63668e+06,3.75143e+06,662560,936796,979944,1.05807e+06,2.21858e+07
sources_FM,780,59.2195,24387.5,975679,92463.3,802755,920053,977388,1.03712e+06,1.23676e+06
sources_FM,785,59.2195,24387.5,972279,98078.2,680335,938725,990784,1.03231e+06,1.17764e+06
sources_FM,790,59.2195,24387.5,1.02402e+06,131594,773866,933250,1.00295e+06,1.05887e+06,1.40422e+06
sources_FM,795,59.2195,24387.5,1.02987e+06,156254,742168,947375,1.02248e+06,1.11719e+06,1.38724e+06
sources_FM,800,59.2195,24387.5,1.62272e+06,3.30862e+06,687170,944935,1.06488e+06,1.13228e+06,1.97366e+07
sources_FM,805,59.2195,24387.5,995726,111750,720834,934580,1.00275e+06,1.07829e+06,1.167e+06
sources_FM,810,59.2195,24387.5,1.02124e+06,146331,705949,944832,1.02279e+06,1.14148e+06,1.31477e+06
sources_FM,815,59.2195,24387.5,1.05172e+06,157901,592666,1.01029e+06,1.0984e+06,1.14606e+06,1.26849e+06
sources_FM,820,59.2195,24387.5,1.02149e+06,155508,719972,915855,1.036e+06,1.10796e+06,1.38842e+06
sources_FM,825,59.2195,24387.5,1.008e+06,164702,637332,947347,1.058e+06,1.10723e+06,1.2975e+06
sources_FM,830,59.2195,24387.5,1.05536e+06,137801,858453,944912,1.05705e+06,1.10441e+06,1.49904e+06
sources_FM,835,59.2195,24387.5,1.43037e+06,608455,847026,1.05527e+06,1.26606e+06,1.50356e+06,3.71211e+06
sources_FM,840,59.2195,24387.5,1.17662e+06,176618,833328,1.03471e+06,1.16303e+06,1.28622e+06,1.52047e+06
sources_FM,845,59.2195,24387.5,1.16333e+06,202802,841168,1.00659e+06,1.15889e+06,1.24156e+06,1.81592e+06
sources_FM,850,59.2195,24387.5,1.15233e+06,384940,898212,979331,1.05274e+06,1.16684e+06,3.03665e+06
sources_FM,855,59.2195,24387.5,1.72869e+06,3.67709e+06,681449,981087,1.12662e+06,1.21422e+06,2.18519e+07
sources_FM,860,59.2195,24387.5,1.05128e+06,163304,663313,1.02383e+06,1.07789e+06,1.14286e+06,1.32888e+06
sources_FM,865,59.2195,24387.5,1.02324e+06,220542,672138,861589,1.02102e+06,1.15749e+06,1.72745e+06
sources_FM,870,59.2195,24387.5,1.11133e+06,285268,712162,997211,1.10003e+06,1.17508e+06,2.47586e+06
sources_FM,875,59.2195,24387.5,1.12608e+06,200198,674613,1.00804e+06,1.12797e+06,1.20226e+06,1.47969e+06
sources_FM,880,59.2195,24387.5,1.15895e+06,159750,812698,1.0607e+06,1.18374e+06,1.24844e+06,1.51911e+06
sources_FM,885,59.2195,24387.5,1.18604e+06,158505,758585,1.07977e+06,1.25163e+06,1.28367e+06,1.41193e+06
sources_FM,890,59.2195,24387.5,1.17833e+06,161115,819594,1.0636e+06,1.15424e+06,1.27571e+06,1.63854e+06
sources_FM,895,59.2195,24387.5,1.11234e+06,219314,689036,1.01887e+06,1.08387e+06,1.22579e+06,1.92666e+06
sources_FM,900,59.2195,24387.5,1.11496e+06,154893,804096,1.04508e+06,1.12874e+06,1.21936e+06,1.34564e+06
sources_FM,905,59.2195,24387.5,1.17395e+06,129755,909298,1.09254e+06,1.17281e+06,1.25478e+06,1.52268e+06
sources_FM,910,59.2195,24387.5,1.16126e+06,128855,834414,1.08997e+06,1.16738e+06,1.2439e+06,1.48874e+06
sources_FM,915,59.2195,24387.5,1.1469e+06,97906.2,942120,1.07137e+06,1.14326e+06,1.2267e+06,1.34189e+06
sources_FM,920,59.2195,24387.5,1.16282e+06,118685,915881,1.09587e+06,1.15167e+06,1.2376e+06,1.43479e+06
sources_FM,925,59.2195,24387.5,1.18483e+06,179853,666711,1.06409e+06,1.19652e+06,1.27506e+06,1.69915e+06
sources_FM,930,59.2195,24387.5,1.09665e+06,179202,654337,1.04871e+06,1.13072e+06,1.2409e+06,1.3378e+06
sources_FM,935,59.2195,24387.5,1.16643e+06,183211,778810,1.05787e+06,1.17389e+06,1.26221e+06,1.71056e+06
sources_FM,940,59.2195,24387.5,1.127e+06,126187,843085,1.06131e+06,1.12404e+06,1.21821e+06,1.33938e+06
sources_FM,945,59.2195,24387.5,1.82673e+06,3.55204e+06,927566,1.11242e+06,1.19506e+06,1.30719e+06,2.12797e+07
sources_FM,950,59.2195,24387.5,1.18213e+06,161145,758839,1.11247e+06,1.21167e+06,1.28025e+06,1.46621e+06
sources_FM,955,59.2195,24387.5,1.19602e+06,148096,821481,1.08754e+06,1.18923e+06,1.29912e+06,1.43436e+06
sources_FM,960,59.2195,24387.5,1.1512e+06,204154,674735,1.03174e+06,1.14146e+06,1.2847e+06,1.778e+06
sources_FM,965,59.2195,24387.5,1.21147e+06,135623,978795,1.16102e+06,1.20625e+06,1.23814e+06,1.66296e+06
sources_FM,970,59.2195,24387.5,1.22504e+06,247631,705527,1.11152e+06,1.22711e+06,1.30081e+06,2.05818e+06
sources_FM,975,59.2195,24387.5,1.18546e+06,99144.8,879532,1.11492e+06,1.21042e+06,1.24819e+06,1.33162e+06
sources_FM,980,59.2195,24387.5,1.5398e+06,1.12128e+06,814215,1.15311e+06,1.21575e+06,1.39823e+06,6.8669e+06
sources_FM,985,59.2195,24387.5,2.6404e+06,1.55447e+06,932877,1.49602e+06,2.41036e+06,3.24444e+06,8.57085e+06
sources_FM,990,59.2195,24387.5,1.20463e+06,188833,772730,1.12153e+06,1.20035e+06,1.31041e+06,1.59061e+06
sources_FM,995,59.2195,24387.5,1.15857e+06,171829,753413,1.04313e+06,1.14588e+06,1.2496e+06,1.51221e+06
sources_FM,1000,59.2195,24387.5,1.20003e+06,148358,922224,1.05783e+06,1.25252e+06,1.28984e+06,1.44733e+06
